,Unnamed: 0,noun,comments,rated_indiv,date_post,reviewer,number_of_reveiws,loc_reviewer,restaurant_name,review_translated,review_full,tokenized_text,adjectives,value,Sentiment_adj1_pos,Sentiment_adj1_neutral,Sentiment_adj1_neg,Bigram,Sentiment_bigram_pos,Sentiment_bigram_neutral,Sentiment_bigram_neg,Sentiment_text_pos,Sentiment_text_neutral,Sentiment_text_neg,noun_grouped
50092,50092,giant,"Сели за столик на улице, полное ощущение Парижа, фото на стенах, мебель все распологает. Официанты внимательны и обходительны, посоветовали, объяснили, все показали. Делали заказ - ассорти сыров, конечно же хинкали, грибы на гриле, кавурму. Хинкали просто сказка, тесто тонкое и нежное, очень много бульона. С красным вином овечий сыр хорошо и сыр порубленный с перцем, чабрецом и томатами понравился. На десерт принесли эклер... Это гигант, таких никогда даже не видел, с заварным кремом угадали полностью. Брали домашнее красное и тоже довольны! Придем сами и рекомендуем всем. ",50,"March 6, 2019",['Alex03011980'],"['210', '311']","['Moscow, Russia']",Tumanyan Khinkali,"We sat down at a table on the street, a complete feeling of Paris, photos on the walls, furniture has everything. The waiters are attentive and courteous, advised, explained, showed everything. We made an order - assorted cheeses, of course, khinkali, grilled mushrooms, kavurma. Khinkali is just a fairy tale, the dough is thin and tender, there is a lot of broth. With red wine, sheep's cheese is good and cheese chopped with pepper, thyme and tomatoes liked it. For dessert, they brought an eclair ... This is a giant, I have never even seen such ones, with custard they guessed completely. We took homemade red and are also satisfied! Come back and recommend to everyone.","we sat down at a table on the street, a complete feeling of paris, photos on the walls, furniture has everything. the waiters are attentive and courteous, advised, explained, showed everything. we made an order - assorted cheeses, of course, khinkali, grilled mushrooms, kavurma. khinkali is just a fairy tale, the dough is thin and tender, there is a lot of broth. with red wine, sheep's cheese is good and cheese chopped with pepper, thyme and tomatoes liked it. for dessert, they brought an eclair ... this is a giant, i have never even seen such ones, with custard they guessed completely. we took homemade red and are also satisfied! come back and recommend to everyone.","for dessert, they brought an eclair ... this is a giant, i have never even seen such ones, with custard they guessed completely.",adjective_1,,0.0,1.0,0.0,NA giant,0.0,1.0,0.0,0.0,1.0,0.0,giant
59839,59839,thanks,"The best please where I was... Spent an amazing evening here. Everything was very professional and food was fantastic.  thanks for good service and special thanks for welcoming with smile to manager Lilith ,😊",50,"July 6, 2019",['V2103FZ_'],['1 review'],[],Limone Cascade,"The best please where I was... Spent an amazing evening here. Everything was very professional and food was fantastic.  thanks for good service and special thanks for welcoming with smile to manager Lilith ,😊","the best please where i was... spent an amazing evening here. everything was very professional and food was fantastic. thanks for good service and special thanks for welcoming with smile to manager lilith ,😊","thanks for good service and special thanks for welcoming with smile to manager lilith ,😊",adjective_1,,0.0,1.0,0.0,NA thanks,0.744,0.256,0.0,0.651,0.349,0.0,thanks
13521,13521,time,I ate twice here during my 5 day stay - and would have eaten a third time if I could have had a table!  The food is delicious and service good but it is very popular so make sure you book!,50,"June 12, 2019",['Stephanie D'],['11 reviews'],[],Lavash,I ate twice here during my 5 day stay - and would have eaten a third time if I could have had a table!  The food is delicious and service good but it is very popular so make sure you book!,i ate twice here during my 5 day stay - and would have eaten a third time if i could have had a table! the food is delicious and service good but it is very popular so make sure you book!,i ate twice here during my 5 day stay - and would have eaten a third time if i could have had a table!,adjective_1,third,0.0,1.0,0.0,third time,0.0,1.0,0.0,0.0,1.0,0.0,time
138795,138795,n,"Этот ресторан - излюбленное место вот уже который год! Были здесь в 2020, до пандемии, все было на высшем уровне! Так вот с тех пор ни качество блюд, ни качество обслуживания ни капли не пострадали! В этом ресторане самое лучшее обслуживание, такого сервиса нет ни где в Ереване. Просто хочется сказать спасибо ребятам за работу, и отдельно отметить официантов Артура, Даниэля, хостес Алвард, и менеджера Анну! Спасибо вам ребята за сюрприз ко дню рождения брата и за то, что есть такие люди, которые относятся к посетителям как к родным людям, пришедшим в гости!!!",50,"July 17, 2022",['Карина А'],['4'],[],Lavash,"This restaurant has been a favorite place for years! Were here in 2020, before the pandemic, everything was at the highest level! So since then, neither the quality of the dishes nor the quality of service have suffered a bit! This restaurant has the best service, there is no such service anywhere in Yerevan. I just want to say thank you to the guys for their work, and to separately note the waiters Artur, Daniel, the hostess Alvard, and the manager Anna! Thank you guys for the surprise on my brother's birthday and for the fact that there are people who treat visitors as if they were family who came to visit!!!","this restaurant has been a favorite place for years! were here in 2020, before the pandemic, everything was at the highest level! so since then, neither the quality of the dishes nor the quality of service have suffered a bit! this restaurant has the best service, there is no such service anywhere in yerevan. i just want to say thank you to the guys for their work, and to separately note the waiters artur, daniel, the hostess alvard, and the manager anna! thank you guys for the surprise on my brother's birthday and for the fact that there are people who treat visitors as if they were family who came to visit!!!",!,adjective_3,,0.0,1.0,0.0,NA N,0.0,1.0,0.0,0.0,0.0,0.0,n
88582,88582,visit,"Обычное кафе-ресторан, с обычным меню, официанты в наш визит не сильно торопились и напрягались. Но была там яичница, которая любителю очень понравилась. Просто обычная. Но стоит попробовать ",40,"September 17, 2018",['Дарина З'],"['23', '26']",['Москва'],Lavash,"The usual cafe-restaurant, with the usual menu, the waiters in our visit were not in a hurry and strained. But there was scrambled eggs, which the lover really liked. Just ordinary. But worth a try","the usual cafe-restaurant, with the usual menu, the waiters in our visit were not in a hurry and strained. but there was scrambled eggs, which the lover really liked. just ordinary. but worth a try","the usual cafe-restaurant, with the usual menu, the waiters in our visit were not in a hurry and strained.",adjective_2,,0.0,1.0,0.0,NA visit,0.0,1.0,0.0,0.0,0.863,0.137,visit
89594,89594,children,"Пишу отзыв буквально через два часа после посещения. Хочу сразу сказать, что место отличное, а еда просто потрясающая! Сервис так же на высоком уровне!! Официанты быстрые и вежливые. Блюда приносят достаточно быстро, что очень радует. Цены умеренные, а по меркам питерских и московских-очень-очень умеренные. Столик желательно заказывать заранее, за 1-3 дня. Отдыхали с семьёй, четверо взрослых и двое детей. Заказали достаточно много блюд, наелись как говорится от пуза. Обошлось это всего-то в 22000 драм. Все блюда вкусные, а порции большие. Особенно хочется отметить горно-речную форель из джермука на пару- блюдо супер, ну очень-очень вкусно, пальчики оближешь, салат Цезарь с курицей- на вид очень красиво и так же вкусно, Армянское блюдо «тжвжик»- вкусно, но очень острое, так что имейте ввиду если не едите острое, Жаренные хинкали- так вкусно, что даже дети это отметили. ",50,"August 18, 2018",['Mr V'],"['3', '5']",[],Lavash,"I am writing this review literally 2 hours after my visit. I want to say right away that the place is great, and the food is just amazing! The service is also top notch! The waiters are fast and polite. Dishes are delivered fairly quickly, which is very pleasing. Prices are moderate, and by the standards of St. Petersburg and Moscow, very, very moderate. It is advisable to book a table in advance, 1-3 days in advance. Traveled with family, four adults and two children. We ordered a lot of dishes, ate as they say from the belly. It cost only 22000 drams. All dishes are delicious and the portions are large. I would especially like to note the mountain-river trout from jermuk for a couple - a super dish, well, very, very tasty, you will lick your fingers, Caesar salad with chicken - it looks very beautiful and just as tasty, the Armenian dish ""tzhvzhik"" is delicious, but very spicy, so keep in mind if you don't eat spicy, fried khinkali is so delicious that even children have noticed it.","i am writing this review literally 2 hours after my visit. i want to say right away that the place is great, and the food is just amazing! the service is also top notch! the waiters are fast and polite. dishes are delivered fairly quickly, which is very pleasing. prices are moderate, and by the standards of st. petersburg and moscow, very, very moderate. it is advisable to book a table in advance, 1-3 days in advance. traveled with family, four adults and two children. we ordered a lot of dishes, ate as they say from the belly. it cost only 22000 drams. all dishes are delicious and the portions are large. i would especially like to note the mountain-river trout from jermuk for a couple - a super dish, well, very, very tasty, you will lick your fingers, caesar salad with chicken - it looks very beautiful and just as tasty, the armenian dish ""tzhvzhik"" is delicious, but very spicy, so keep in mind if you don't eat spicy, fried khinkali is so delicious that even children have noticed it.","i would especially like to note the mountain-river trout from jermuk for a couple - a super dish, well, very, very tasty, you will lick your fingers, caesar salad with chicken - it looks very beautiful and just as tasty, the armenian dish ""tzhvzhik"" is delicious, but very spicy, so keep in mind if you don't eat spicy, fried khinkali is so delicious that even children have noticed it.",adjective_2,,0.0,1.0,0.0,NA children,0.0,1.0,0.0,0.215,0.785,0.0,children
45866,45866,waiter,"Отдыхали с друзьями. Очень вкусные были Хинкали особенно понравились с мясом. Отличный сервис, хотим поблагодарить нашего официанта Арама. Мы рекомендуем этот ресторан если вы хотите покушать вкусные Хинкали",50,"September 12, 2019",['bestik23'],['1'],"['Moscow, Russia']",Tumanyan Khinkali,"Rested with friends. Khinkali were very tasty, especially with meat. Excellent service, we want to thank our waiter Aram. We recommend this restaurant if you want to eat delicious Khinkali","rested with friends. khinkali were very tasty, especially with meat. excellent service, we want to thank our waiter aram. we recommend this restaurant if you want to eat delicious khinkali","excellent service, we want to thank our waiter aram.",adjective_1,,0.0,1.0,0.0,NA waiter,0.0,1.0,0.0,0.556,0.444,0.0,waiter
164344,164344,conversation,"Все очень понравилось, еда очень вкусная, порции большие, все продукты свежие. Обслуживание на высоте - вежливый и обходительный персонал, готовы помочь и посоветовать, поддержать беседу! Молодцы",50,"January 2, 2018",['_L3813BM'],['1'],"['Moscow, Russia']",Lavash,"I liked everything very much, the food is very tasty, the portions are large, all the products are fresh. Service at height - polite and helpful staff, ready to help and advise, keep up the conversation! Well done","i liked everything very much, the food is very tasty, the portions are large, all the products are fresh. service at height - polite and helpful staff, ready to help and advise, keep up the conversation! well done","service at height - polite and helpful staff, ready to help and advise, keep up the conversation!",adjective_3,,0.0,1.0,0.0,NA conversation,0.0,1.0,0.0,0.389,0.611,0.0,conversation
42688,42688,bonuses,"Прекрасные хинкали, особенно жареные с сыром, лучшие в городе! Приятные бонусы – отличная веранда с грелками, вкусные десерты и дружелюбная атмосфера. Официант Айк очень любезный и вежливый, спасибо!! ",50,"March 3, 2020",['kirushaaa'],['1'],[],Tumanyan Khinkali,"Excellent khinkali, especially fried with cheese, the best in town! Pleasant bonuses are an excellent veranda with heating pads, delicious desserts and a friendly atmosphere. The waiter Ike is very helpful and polite, thank you!!","excellent khinkali, especially fried with cheese, the best in town! pleasant bonuses are an excellent veranda with heating pads, delicious desserts and a friendly atmosphere. the waiter ike is very helpful and polite, thank you!!","pleasant bonuses are an excellent veranda with heating pads, delicious desserts and a friendly atmosphere.",adjective_1,pleasant,1.0,0.0,0.0,pleasant bonuses,1.0,0.0,0.0,0.66,0.34,0.0,bonuses
134196,134196,restaurant,"I enjoyed the evening with mu family and friends at Syrovarnya Restaurant in Yerevan.
Hasmik 👍🏼👍🏼👍🏼",50,"March 26, 2022",['845idah'],['1 review'],[],Syrovarnya Yerevan,"I enjoyed the evening with mu family and friends at Syrovarnya Restaurant in Yerevan.
Hasmik 👍🏼👍🏼👍🏼",i enjoyed the evening with mu family and friends at syrovarnya restaurant in yerevan. hasmik 👍🏼👍🏼👍🏼,i enjoyed the evening with mu family and friends at syrovarnya restaurant in yerevan.,adjective_2,,0.0,1.0,0.0,NA restaurant,0.0,1.0,0.0,0.368,0.632,0.0,food
174936,174936,restaurant,"Мы очень хотели попробовать настоящие хинкали. Нам сразу порекомендовали хинкали на Туманяна! Наше пребывание превысило все ожидания! Нас встретила приятная, уютная приглушенная обстановка ресторана. Нет громкой музыки, все тихо и спокойно. К нам сразу же подошёл официант и мы начали с хинкалей) они конечно не сравнятся с российскими! Всем пришлись разные по вкусу, взяли и вареные и жареные, с сулугуни, мясом и эстрогеном. У ресторана был день рождения и нам сделали подарок! Нас угостили исключительным вином: красное было с оттенком горького шоколада и вишни, а белое отдавало цветочным послевкусием (но это субъективно конечно:) так же мы заказали Твжвык - печень была очень нежная... и кебаб! Ну и конечно айран! 2 кувшина на 4 улетели быстро) ",50,"February 27, 2022",['Анна Т'],['1'],[],Tumanyan Khinkali,"We really wanted to try real khinkali. We were immediately recommended khinkali on Tumanyan! Our stay exceeded all expectations! We were greeted by a pleasant, cozy subdued atmosphere of the restaurant. No loud music, everything is quiet and calm. A waiter immediately approached us and we started with khinkals) they certainly cannot be compared with Russian ones! Everyone had different tastes, they took both boiled and fried, with suluguni, meat and estrogen. The restaurant had a birthday and they gave us a present! We were treated to exceptional wine: the red one had a hint of dark chocolate and cherry, and the white one gave off a floral aftertaste (but this is subjective of course :) we also ordered Tvzhvyk - the liver was very tender ... and kebab! And of course Airan! 2 pitchers for 4 flew away quickly)","we really wanted to try real khinkali. we were immediately recommended khinkali on tumanyan! our stay exceeded all expectations! we were greeted by a pleasant, cozy subdued atmosphere of the restaurant. no loud music, everything is quiet and calm. a waiter immediately approached us and we started with khinkals) they certainly cannot be compared with russian ones! everyone had different tastes, they took both boiled and fried, with suluguni, meat and estrogen. the restaurant had a birthday and they gave us a present! we were treated to exceptional wine: the red one had a hint of dark chocolate and cherry, and the white one gave off a floral aftertaste (but this is subjective of course :) we also ordered tvzhvyk - the liver was very tender ... and kebab! and of course airan! 2 pitchers for 4 flew away quickly)","we were greeted by a pleasant, cozy subdued atmosphere of the restaurant.",adjective_3,,0.0,1.0,0.0,NA restaurant,0.0,1.0,0.0,0.375,0.625,0.0,food
83715,83715,cuisine,"Очень приятное заведение: вкусная кухня, хорошая винная карта, ОТМЕННОЕ обслуживание, спасибо официанту Сурену!",50,"April 3, 2019",['fobiu'],['1 review'],[],Lavash,"A very pleasant place: delicious cuisine, good wine list, EXCELLENT service, thanks to the waiter Suren!","a very pleasant place: delicious cuisine, good wine list, excellent service, thanks to the waiter suren!","a very pleasant place: delicious cuisine, good wine list, excellent service, thanks to the waiter suren!",adjective_2,,0.0,1.0,0.0,NA cuisine,0.0,1.0,0.0,0.634,0.366,0.0,cuisine
66936,66936,pasta,"I have been here with friends and had a wonderful dinner with true Italian pasta and wine! Menu of the restaurant is fully Italian and it is very tasty!!!! I strongly recommend to visit it if you want to enjoy tasty Italian food, friendly service and nice atmosphere!",50,"December 23, 2017",['Gohar_Baghdasaryan'],"['55', '18']","['Yerevan, Armenia']",The Italian Armenia,"I have been here with friends and had a wonderful dinner with true Italian pasta and wine! Menu of the restaurant is fully Italian and it is very tasty!!!! I strongly recommend to visit it if you want to enjoy tasty Italian food, friendly service and nice atmosphere!","i have been here with friends and had a wonderful dinner with true italian pasta and wine! menu of the restaurant is fully italian and it is very tasty!!!! i strongly recommend to visit it if you want to enjoy tasty italian food, friendly service and nice atmosphere!",i have been here with friends and had a wonderful dinner with true italian pasta and wine!,adjective_1,true,1.0,0.0,0.0,true pasta,0.737,0.263,0.0,0.452,0.548,0.0,pasta
187016,187016,ones,"Зашли отведать разрекламированных в GQ хинкали и не ошиблись. Жареные с мясом или сыром были великолепны. Под тутовую водочку пошли замечательно. А еще был превосходный маринованный красный перец, баклажанная икра и овощной салат со свежими помидорами, огурцами и зеленью. На десерт попили чай с мятой и чабрецом. Поели домашнее абрикосовое варенье. Счет вышел нормальным - 17000 драм. Обслуживание хорошее. Интерьер - в стиле начала 20 века, несколько классического толка, с деревянными лакированными стенами.",50,"December 9, 2018",['VladRyshkus'],"['1234', '3918']","['St. Petersburg, Russia']",Tumanyan Khinkali,"We went to taste the khinkali advertised in GQ and were not mistaken. The fried ones with meat or cheese were great. They went great with mulberry vodka. And there was also excellent pickled red pepper, eggplant caviar and vegetable salad with fresh tomatoes, cucumbers and herbs. For dessert, we drank tea with mint and thyme. We ate homemade apricot jam. The bill came out normal - 17000 AMD. Service is good. The interior is in the style of the early 20th century, somewhat classical, with wooden lacquered walls.","we went to taste the khinkali advertised in gq and were not mistaken. the fried ones with meat or cheese were great. they went great with mulberry vodka. and there was also excellent pickled red pepper, eggplant caviar and vegetable salad with fresh tomatoes, cucumbers and herbs. for dessert, we drank tea with mint and thyme. we ate homemade apricot jam. the bill came out normal - 17000 amd. service is good. the interior is in the style of the early 20th century, somewhat classical, with wooden lacquered walls.",the fried ones with meat or cheese were great.,adjective_3,,0.0,1.0,0.0,NA ones,0.0,1.0,0.0,0.339,0.661,0.0,ones
104895,104895,service,Место которое не может надоесть. Самые вкусные хинкали. Спасибо официанту Севак за отличный сервис и гостеприимство,50,"June 30, 2022",['Екатерина С'],"['2', '1']",[],Tumanyan Khinkali,A place that you can't get bored of. The most delicious khinkali. Thanks to the waiter Sevak for excellent service and hospitality,a place that you can't get bored of. the most delicious khinkali. thanks to the waiter sevak for excellent service and hospitality,thanks to the waiter sevak for excellent service and hospitality,adjective_2,,0.0,1.0,0.0,NA service,0.0,1.0,0.0,0.452,0.548,0.0,staff
96076,96076,dishes,Очень понравилась кухня. Большой выбор блюд. Все вкусно. Отличный интерьер. Обслуживание на высоте. Молодцы!,50,"January 1, 2018",['LudmilaLudmila'],['16 reviews'],[],Lavash,I really liked the kitchen. Large selection of dishes. Everything is delicious. Excellent interior. Service is top notch. Well done!,i really liked the kitchen. large selection of dishes. everything is delicious. excellent interior. service is top notch. well done!,large selection of dishes.,adjective_2,,0.0,1.0,0.0,NA dishes,0.0,1.0,0.0,0.0,1.0,0.0,dishes
24372,24372,tables,"Пришли туда в первый день приезда в Армению. Забронировали за час до прихода, и мест уже почти не было. Ресторан был полный, в основном иностранцы. Ресторан оставил двойственное впечатление. Вроде и еда неплоха, и обслуживание достаточно быстрое, но вот армянской душевностью и не пахнет. Столик у нас был неудобный. Тк у меня в этот день было день рождение, то хотелось большего комфорта. Как только пару столиков освободилось, попросили пересадить, но получили отказ, хотя один из столиков пустовал еще когда мы уходили. Шашлык, на мой вкус, был пересушен, а вот салат был очень вкусным. В конце ужина администратор немного сгладила не очень хорошее впечатление, когда от лица ресторана поздравила с днем рождения и подарила бутылку вина. Это было неожиданно и приятно. Но в целом этот ресторан очень туристический, если вы любите такие места, то вам понравится. ",40,"May 1, 2018",['Татьяна П'],"['59', '65']","['Moscow, Russia']",Lavash,"We came there on the first day of our arrival in Armenia. We booked an hour before arrival, and there were almost no places. The restaurant was full, mostly foreigners. The restaurant left an ambivalent impression. It seems that the food is not bad, and the service is quite fast, but it doesn’t smell of Armenian sincerity. Our table was uncomfortable. Since it was my birthday that day, I wanted more comfort. As soon as a couple of tables were vacated, they asked to be moved, but were refused, although one of the tables was empty even when we left. The kebab, for my taste, was overdried, but the salad was very tasty. At the end of the dinner, the administrator smoothed over the not-so-good impression a little when, on behalf of the restaurant, she congratulated us on her birthday and presented us with a bottle of wine. It was unexpected and pleasant. But in general this restaurant is very touristy, if you like places like this you will love it.","we came there on the first day of our arrival in armenia. we booked an hour before arrival, and there were almost no places. the restaurant was full, mostly foreigners. the restaurant left an ambivalent impression. it seems that the food is not bad, and the service is quite fast, but it doesn’t smell of armenian sincerity. our table was uncomfortable. since it was my birthday that day, i wanted more comfort. as soon as a couple of tables were vacated, they asked to be moved, but were refused, although one of the tables was empty even when we left. the kebab, for my taste, was overdried, but the salad was very tasty. at the end of the dinner, the administrator smoothed over the not-so-good impression a little when, on behalf of the restaurant, she congratulated us on her birthday and presented us with a bottle of wine. it was unexpected and pleasant. but in general this restaurant is very touristy, if you like places like this you will love it.","as soon as a couple of tables were vacated, they asked to be moved, but were refused, although one of the tables was empty even when we left.",adjective_1,,0.0,1.0,0.0,NA tables,0.0,1.0,0.0,0.0,0.833,0.167,tables
111974,111974,taste,"Всем советую это место ,я уж думал постарел и утратил вкус к еде ,супер вкусные блюда что не пробовал.",50,"January 26, 2020",['papadentists'],['4'],"['Sochi, Russia']",Tumanyan Khinkali,"I advise everyone to this place, I already thought I got old and lost my taste for food, super delicious dishes that I have not tried.","i advise everyone to this place, i already thought i got old and lost my taste for food, super delicious dishes that i have not tried.","i advise everyone to this place, i already thought i got old and lost my taste for food, super delicious dishes that i have not tried.",adjective_2,,0.0,1.0,0.0,NA taste,0.0,1.0,0.0,0.263,0.657,0.08,taste
200104,200104,staff,"Кафе где все шикарно: и местоположение, и обстановка, и улыбчивый и дружелюбный персонал, и еда... Попробуйте обязательно чай- облепиховый или имбирный с медом, все очень вкусные... ",50,"May 17, 2021",['LusinA'],"['112', '94']","['Yerevan, Armenia']",Pesto Cafe Osteria,"A cafe where everything is chic: the location, the atmosphere, the smiling and friendly staff, and the food... Be sure to try sea buckthorn or ginger tea with honey, everything is delicious...","a cafe where everything is chic: the location, the atmosphere, the smiling and friendly staff, and the food... be sure to try sea buckthorn or ginger tea with honey, everything is delicious...","a cafe where everything is chic: the location, the atmosphere, the smiling and friendly staff, and the food... be sure to try sea buckthorn or ginger tea with honey, everything is delicious...",adjective_3,,0.0,1.0,0.0,NA staff,0.0,1.0,0.0,0.282,0.718,0.0,staff
185462,185462,selection,"Очень вкусные хинкали, красивый интерьер, большой выбор блюд и напитков, интересная подача вина . Доброжелательный персонал, особенно хочется выделить официанта Айка за его профессионализм и ценные советы!",50,"April 28, 2019",['olejeek'],['2'],[],Tumanyan Khinkali,"Delicious khinkali, beautiful interior, large selection of food and drinks, interesting wine serving. Friendly staff, I especially want to highlight the waiter Hayk for his professionalism and valuable advice!","delicious khinkali, beautiful interior, large selection of food and drinks, interesting wine serving. friendly staff, i especially want to highlight the waiter hayk for his professionalism and valuable advice!","delicious khinkali, beautiful interior, large selection of food and drinks, interesting wine serving.",adjective_3,,0.0,1.0,0.0,NA selection,0.0,1.0,0.0,0.507,0.493,0.0,selection
167683,167683,glass,"Ресторан в центре города, за стеклом виден процесс изготовления лаваша. Еда в целом вкусная, обслуживание быстрое но персонал не очень внимателен. Если бы мы сперва не посетили саму таверну, то наверное не отметили бы именно этот факт. А так - за час вполне можно вкусно поесть.",40,"July 16, 2017",['Nadegda G'],"['139', '103']","['Irkutsk, Russia']",Lavash,"Restaurant in the city center, the process of making lavash is visible behind the glass. The food is generally delicious, the service is fast but the staff is not very attentive. If we had not first visited the tavern itself, we probably would not have noted this fact. And so - for an hour it is quite possible to eat deliciously.","restaurant in the city center, the process of making lavash is visible behind the glass. the food is generally delicious, the service is fast but the staff is not very attentive. if we had not first visited the tavern itself, we probably would not have noted this fact. and so - for an hour it is quite possible to eat deliciously.","restaurant in the city center, the process of making lavash is visible behind the glass.",adjective_3,,0.0,1.0,0.0,NA glass,0.0,1.0,0.0,0.0,1.0,0.0,glass
96517,96517,desserts,"Замечательное место! Красивый интерьер, внимательное обслуживание и просто потрясающая еда. Были в Лаваше на ноябрьские праздники, место в ресторане нам еле нашли, потому что все столики были либо заняты уже, либо забронированы. По контрагенту было видно, что ресторанчик пользуется популярностью как у туристов, так и у местных. Попробовали много чего из меню, очень вкусными оказались шашлык из ливера, форель, которую запекают в лаваше, жаренные хинкали) очень вкусные десерты, образцы которых представлены на специальном столике, а при подаче приносят огромный Наполеон или тирамису и отрезают кусочек прямо при вас. ",50,"December 1, 2017",['T3310ZAjulial'],"['46', '41']","['Moscow, Russia']",Lavash,"Wonderful place! Beautiful interior, attentive service and simply amazing food. We were in Lavash for the November holidays, we could hardly find a place in the restaurant, because all the tables were either already occupied or booked. According to the counterparty, it was clear that the restaurant is popular with both tourists and locals. We tried a lot of things from the menu, liver kebab, trout baked in pita bread, fried khinkali) turned out to be very tasty desserts, samples of which are presented on a special table, and when served, they bring a huge Napoleon or tiramisu and cut a piece right in front of you.","wonderful place! beautiful interior, attentive service and simply amazing food. we were in lavash for the november holidays, we could hardly find a place in the restaurant, because all the tables were either already occupied or booked. according to the counterparty, it was clear that the restaurant is popular with both tourists and locals. we tried a lot of things from the menu, liver kebab, trout baked in pita bread, fried khinkali) turned out to be very tasty desserts, samples of which are presented on a special table, and when served, they bring a huge napoleon or tiramisu and cut a piece right in front of you.","we tried a lot of things from the menu, liver kebab, trout baked in pita bread, fried khinkali) turned out to be very tasty desserts, samples of which are presented on a special table, and when served, they bring a huge napoleon or tiramisu and cut a piece right in front of you.",adjective_2,,0.0,1.0,0.0,NA desserts,0.0,1.0,0.0,0.09,0.811,0.099,desserts
140843,140843,story,"Было очень вкусно. Особенно спасибо официанту Самвелу за чудесный рассказ о традиционной армянской кухни.

Всем советую.",50,"February 4, 2022",['arrayk2019'],['1 review'],[],Lavash,"It was delicious. Special thanks to the waiter Samvel for a wonderful story about traditional Armenian cuisine.

I advise everyone.",it was delicious. special thanks to the waiter samvel for a wonderful story about traditional armenian cuisine. i advise everyone.,special thanks to the waiter samvel for a wonderful story about traditional armenian cuisine.,adjective_3,,0.0,1.0,0.0,NA story,0.0,1.0,0.0,0.482,0.518,0.0,story
126107,126107,n,very good place. very attentive and friendly staff especially Liana. will come back for sure. 😊😊😊😊😊😊😚,50,"January 12, 2020",['Arni R'],['1 review'],[],Limone Cascade,very good place. very attentive and friendly staff especially Liana. will come back for sure. 😊😊😊😊😊😊😚,very good place. very attentive and friendly staff especially liana. will come back for sure. 😊😊😊😊😊😊😚,will come back for sure.,adjective_2,,0.0,1.0,0.0,NA N,0.0,1.0,0.0,0.365,0.635,0.0,n
174182,174182,waiter,"В пятницу вечером(21) нашли для нас место, все были очень дружелюбны, отлично разговаривали на русском, хотя была полная посадка - нас очень быстро обслуживали. Не приходилось ждать официанта и чувствовать неловкость. Меню очень обширное, хинкали очень понравились ",50,"March 25, 2022",['Павел К'],['1'],[],Tumanyan Khinkali,"On Friday evening (21) they found a place for us, everyone was very friendly, they spoke excellent Russian, although there was a full boarding - we were served very quickly. Didn't have to wait for the waiter and feel awkward. The menu is very extensive, I really liked the khinkali","on friday evening (21) they found a place for us, everyone was very friendly, they spoke excellent russian, although there was a full boarding - we were served very quickly. didn't have to wait for the waiter and feel awkward. the menu is very extensive, i really liked the khinkali",didn't have to wait for the waiter and feel awkward.,adjective_3,,0.0,1.0,0.0,NA waiter,0.0,1.0,0.0,0.0,0.849,0.151,waiter
138784,138784,work,"Этот ресторан - излюбленное место вот уже который год! Были здесь в 2020, до пандемии, все было на высшем уровне! Так вот с тех пор ни качество блюд, ни качество обслуживания ни капли не пострадали! В этом ресторане самое лучшее обслуживание, такого сервиса нет ни где в Ереване. Просто хочется сказать спасибо ребятам за работу, и отдельно отметить официантов Артура, Даниэля, хостес Алвард, и менеджера Анну! Спасибо вам ребята за сюрприз ко дню рождения брата и за то, что есть такие люди, которые относятся к посетителям как к родным людям, пришедшим в гости!!!",50,"July 17, 2022",['Карина А'],['4'],[],Lavash,"This restaurant has been a favorite place for years! Were here in 2020, before the pandemic, everything was at the highest level! So since then, neither the quality of the dishes nor the quality of service have suffered a bit! This restaurant has the best service, there is no such service anywhere in Yerevan. I just want to say thank you to the guys for their work, and to separately note the waiters Artur, Daniel, the hostess Alvard, and the manager Anna! Thank you guys for the surprise on my brother's birthday and for the fact that there are people who treat visitors as if they were family who came to visit!!!","this restaurant has been a favorite place for years! were here in 2020, before the pandemic, everything was at the highest level! so since then, neither the quality of the dishes nor the quality of service have suffered a bit! this restaurant has the best service, there is no such service anywhere in yerevan. i just want to say thank you to the guys for their work, and to separately note the waiters artur, daniel, the hostess alvard, and the manager anna! thank you guys for the surprise on my brother's birthday and for the fact that there are people who treat visitors as if they were family who came to visit!!!","i just want to say thank you to the guys for their work, and to separately note the waiters artur, daniel, the hostess alvard, and the manager anna!",adjective_3,,0.0,1.0,0.0,NA work,0.0,1.0,0.0,0.141,0.859,0.0,work
102525,102525,n,Thank you Aram for the best hospitality! I was able to get in within a reasonable time on a Sunday evening. I ordered fried khinkaki and it was nothing but the best! If you are in Yerevan I highly recommend eating here at least once. I came here because of the reviews and I was not disappointed.,50,"November 6, 2022",['britxrich'],['3'],[],Tumanyan Khinkali,Thank you Aram for the best hospitality! I was able to get in within a reasonable time on a Sunday evening. I ordered fried khinkaki and it was nothing but the best! If you are in Yerevan I highly recommend eating here at least once. I came here because of the reviews and I was not disappointed.,thank you aram for the best hospitality! i was able to get in within a reasonable time on a sunday evening. i ordered fried khinkaki and it was nothing but the best! if you are in yerevan i highly recommend eating here at least once. i came here because of the reviews and i was not disappointed.,if you are in yerevan i highly recommend eating here at least once.,adjective_2,,0.0,1.0,0.0,NA N,0.0,1.0,0.0,0.202,0.798,0.0,n
